user_id,label,screen_name,followers,following,name,location,url,description,protected,listed_count,favourites_count,statuses_count,created_at,default_profile,default_profile_image
383927121,human,JohnLBair1,7283,8026,John L. Bair 🇺🇸,USA,,#KJV #MAGA #KAG #QNX  #IlhanOmarisMustGo #Patriot #AutonomousVehicles #Tokyo2020 https://t.co/mVcrlzimWF,False,290,50093,116022,2011-10-02 19:19:24,True,False
750789806553075712,human,InvestorDeck,1020,2127,InvestorDeck,"New York, NY",https://t.co/WZaK8TwTi1,Building proprietary investor relations data and tools to empower actionable engagement between investors and companies.,False,51,2741,2990,2016-07-06 20:33:33,True,False
118794845,bot,MarcoCostaATFX,3050,1647,Trading MarcoDaCosta,"Mexico, ME",https://t.co/7M68LQ57JM,Investor. Trader. Thinker. Trading Strategist. Director Latin America Business ATFX 🇬🇧🇭🇰🇲🇽Regístrate en https://t.co/7M68LQ57JM y obtén U$50 GRATIS!,False,386,14275,1254297,2010-03-01 19:35:17,False,False
14216123,human,jimcramer,1142993,593,Jim Cramer,New York City,https://t.co/2BZiRwfeUA,I am founder of @TheStreet & I run charitable trust portfolio https://t.co/0UYF2Lp5X6. I also host @MadMoneyOnCNBC & blog daily on https://t.co/sGTJX6YxFA. Booyah!,False,12710,13448,99886,2008-03-25 15:16:57,False,False
3490311803,human,LondonAIMCap,763,2168,LondonAIMCap,,,"Tracking mining, stocks & business news globally. Not recommendations or advice. No warranties. Please check.",False,153,132,32816,2015-08-30 10:59:25,False,True
16049299,human,wind4me,9196,8233,@OrganicGambler,"Winter Park, Colorado",https://t.co/tcynAxUkcX,#DumbassinCannabis #ProvenLoser #ZeroClue  #SurviveToThrive #Clueless ......... and 2024 Winner!,False,538,101845,205548,2008-08-30 00:33:28,False,False
391053025,human,AnkurBanerjee17,679,1194,Ankur Banerjee,Bangalore,,"Health and pharma Editor-in-Charge @Reuters. Coffee lover. LFC fan. No bacon no party. Views, links, RTs are mine, all mine.",False,61,3541,11509,2011-10-14 23:57:11,False,False
100024370,human,OphirGottlieb,28954,302,Ophir Gottlieb,"Los Angeles, CA",https://t.co/oBSBekkEe1,"CEO @CMLviz. Contrib @Reuters.MS Stanford Math. Ex option market maker & HF manager.

Recognized as first to use AI in large scale finance.

https://t.co/8ZWT4aVeb5",False,925,14973,119377,2009-12-28 19:13:21,False,False
299891017,human,RaviRomo,308,1629,Ravi Romo,London Singapore OnTheRoad,,"Engineer. Entrepreneur. Investor.

Technology. Science. Finance.


Surfing. Sailing. Exploring.",False,80,1763,9179,2011-05-16 21:07:05,True,False
273984441,human,OptionAssassin,13440,5993,J. Eric O'Rourke,"Florida, USA",https://t.co/JZon2oNuqX,$SPY $SPX Independent Retail Options Trader. Purveyor of Psychology and Math. $VIX $VXX $IWM $QQQ,False,332,4061,10826,2011-03-29 14:12:44,False,False
849377947584802819,bot,fUUilGQdrS8Ybbe,0,0,Merrili,Reno,,Making money trading stocks. The basic law of construction: cut it large and kick it into place.,False,0,11,141,2017-04-04 21:47:38,True,False
849633019463954434,bot,IyL1QvOejKexKDR,2,0,Easter,Lincoln,,Trading stocks investing. Barber's laws of backpacking: 1) the integral of the gravitational potential taken around any loop trail you choose to hike,False,0,13,123,2017-04-05 14:41:12,True,False
834519456273616896,bot,zhenechkakopyl2,21,9,Seka,Birmingham,,Trading stocks investing. Howe's law: everyone has a scheme that will not work.,False,0,40,469,2017-02-22 21:45:17,True,False
835400306909458433,bot,azellakononova3,24,0,Barbey,Baltimore,,Investing day trading. Problems are seldom as bad as they seem at first sight. venessa williams,False,0,27,173,2017-02-25 08:05:28,True,False
1066149218,bot,Agnello__A,296,548,.,At Large,,#PVD⚓️ | BOS🏙,False,32,16192,18958,2013-01-06 16:48:14,True,False
849358733092237312,bot,TK01qmSnMvXcri9,1,21,Portia,San Francisco,,Trading stocks investing. Only someone with nothing to be sorry forsmiles back at the rear of an elephant.,False,0,28,192,2017-04-04 20:31:17,True,False
4711074362,human,KodiakCap,110,186,KodiakCap📈📉,"San Antonio, TX",,Chasing Alpha with High Beta. I use $TWTR as trading diary & to follow emotions of others with correlation to market turns.$SCHW trader & riverboat gambler😂,False,6,2160,3620,2016-01-05 00:34:18,False,False
3865103837,human,TraderSilver1,262,353,Trader Silver,,,"Swing Trader / Patience, Positive Expectancy,Buying Power.# Protect Your Capital/ Silver Collector, Long Term IRA",False,0,27046,7837,2015-10-04 21:12:28,True,False
733717446,bot,YuZhu4,185,524,yuzhu,,,,False,90,1800,26107,2012-08-02 23:10:19,True,False
475524030,human,WallStJesus,60197,8254,QE JESUS,"Westhampton, NY",https://t.co/9HjuxnDUHI,Son of Market Gods • Sweeper fetish • Wiseguy positioning & sentiment in REAL-TIME via @SL_Steamroom private Twitter https://t.co/7tU44dtmzl…,False,1893,10114,136453,2012-01-27 04:41:55,False,False
1080306914,human,MattEganCNN,7351,3146,Matt Egan,NYC,https://t.co/UT49Y9no9v,"I'm a lead writer @CNNBusiness, NJ resident, dog owner and sports & news junkie. Send news tips to Matt.Egan@CNN.com. Ask for Signal",False,324,2107,15767,2013-01-11 17:04:08,False,False
466821972,human,johnwrght473,616,74,john wright,"Ordained Ruling Elder, Grace Presbyterian Church Temecula Ca.",,"Finally, brothers, rejoice.aim for restoration,comfort one another,agree with one another,live in peace;& the God of love& peace will be with you.2 Corinthian✝️",False,244,86977,168822,2012-01-17 20:43:37,False,False
243618345,human,mr_showkz99,2044,1183,Showkz🔺💹,Cresco HQ,https://t.co/R4yLB9jJSB,"Lover of Music, Sports and Investing. From the +263 but in the +1. Always in Excel and QuickBooks or some Accounting & Finance software.",False,107,3372,203731,2011-01-27 12:58:33,False,False
843981393315139584,bot,TraderPBurns,5104,4660,Peter Burns,Out of Nowhere,https://t.co/tZED8ZB64u,Sharing Market commentary & Technical Analysis. Position Trader. Trend Follower. #Trading #Economics #Stocks #Forex. RT/Tweets = opinions not advice,False,60,27756,76088,2017-03-21 00:23:39,True,False
27828974,human,TradrsMarket247,11007,107,Steve L,,,"#TechnicalAnalysis4Life Day/Swing trader, investor, CryptoTrader, foody, GoHawks",False,441,8090,36391,2009-03-31 06:42:14,False,False
1710851520,bot,HowardStrauber,14905,13790,Howard Strauber,"Stamford, CT",https://t.co/MXuWJyZh15,"Financial Professional with over 30 years experience in the financial field, encompassing financial advising, business development and brokerage/trading.",False,6643,53317,355300,2013-08-29 20:10:10,True,False
98560220,human,ATTACKTRADE,324,110,Trading Bad,"Scottsdale, Arizona",,I trade stocks like I drink...ALONE,False,3,6707,2386,2009-12-22 05:39:36,False,False
209907837,human,CashRocket,6298,56,CashRocket 💰🚀,The Great White North,https://t.co/cSoM7GmJub,Prescribing Pharmacist. Option Trader. Bitcoin HODLer. Tournament NLHE. Oiler Nation. Chihuahua Owner. Father. Husband. Brother. Son. ♍/🇨🇦/🇮🇱,False,270,24,62385,2010-10-30 03:58:11,False,False
849319340818169856,human,bluff_capital,4560,3391,North Bluff Capital,,,"Thoughts on markets, market news and occasional attempts at humor.  Tweets aren't recommendations, do your own research. Profile pics taken by me.",False,131,10707,17221,2017-04-04 17:54:45,True,False
26014766,human,abbynac,1155,1020,Abby,"San Diego, CA",,Wharton MBA now used to ponder inefficiencies of preschool parking lot.,True,47,24516,24295,2009-03-23 14:52:13,True,False
319371528,human,TECHNSAVE,3821,1395,Genghis,,,,True,275,9599,41,2011-06-18 00:45:41,False,False
1486284619,human,CARLDIANTONIO,327,286,Carl D,,,"Software Engineer, Marine, Trader, Investor, Contractor, Weight lifter, etc. #bitcoin #crypto #blockchain #biotech #USMC #weedstocks",False,31,12238,7637,2013-06-05 23:13:50,True,False
28489821,human,skaushi,2200,190,Kaushik,"Bellevue, Washington",,Focus on tech stocks. Fitness enthusiast. Love Dogs! Love my home town Coimbatore! Love my Porsche. T-Mobile Uncarrier ❤️👍,False,62,38018,26454,2009-04-03 03:15:02,False,False
2631709828,human,notsofast,146619,3500,notsofast,notsofast.com,https://t.co/LT9e91J3Gs,#bitcoin beyonder : #altcoin miner : economic futurist : aspiring metagame winner : no financial advice,False,3510,37368,52033,2014-06-22 15:45:53,True,False
7836182,human,RaginCajun,15813,737,RC,"Lafayette, LA",https://t.co/V19ytHMljR,Momentum stock trader and writer for iBankCoin. I tweet about stocks. Come trade with us inside The Exodus intelligence platform. UL Alumni - Geaux Cajuns!,False,547,5322,29274,2007-07-31 02:24:03,False,False
2869088739,bot,gwoodyard747,65,85,Gerald Woodyard,,,,False,2,20627,5504,2014-11-09 15:45:15,True,True
785577360452046848,human,LaurieInMadison,692,2242,Laurie,,,,False,0,65767,32084,2016-10-10 20:26:53,False,False
2857426909,bot,IndieGameDevBot,45462,5722,Indie GameDev Bot,,,I'm an experimental bot #gamedev,False,11244,3,2344191,2014-10-15 23:44:23,True,False
828338867002552321,bot,0O6xVLbh3JkZjT3,25,0,Lila,Omaha,,Special character: a character which is out of the ordinary Investing making money.,False,0,36,201,2017-02-05 20:25:50,True,False
834707676252737536,bot,9dzLqFaPOzT4X5n,22,0,Jane,Cleveland,,Day trading making money. He who can - does.he who cannot do - teaches.he who cannot teach - manages.,False,1,35,366,2017-02-23 10:13:12,True,False
849204172952096768,bot,mqEQkHiDNbUKOeX,0,0,Lynette,Reno,,Day trading making money. Spare parts principle: the accessibility,False,0,12,138,2017-04-04 10:17:07,True,False
849231740174553088,bot,IRsiEjrMhy8BHK7,1,0,Simonette,IApolis,,Making money investing. _god made us all human - but not everyone could keep this form.,False,0,12,156,2017-04-04 12:06:39,True,False
173450286,human,chivi_castillo,136,723,Silvia Castillo,,,,False,0,666,2347,2010-08-01 14:18:05,True,False
831954902830047232,bot,wctMfxfHhUCD5bV,19,15,Inna,Tulsa,,Investing trading stocks. Microsecond: the amount of time needed for a program to hang up.,False,0,25,174,2017-02-15 19:54:40,True,False
853971810563522560,bot,GO1fXFAv7ZuMSYG,1,0,Bobbi,San Jose,,Walton's law of politics: a fool and his money are soon elected. Making money investing.,False,0,11,119,2017-04-17 14:02:00,True,False
756209048727322624,bot,BitWhizzUK,1815,478,Bit Whizz,,https://t.co/N4mmps5Jeg,"We are the home of all things #BitCoin, We review BitCoin Ad's, Casino's and Services, share the latest news and articles & show you how to earn BitCoin safely!",False,978,46823,82927,2016-07-21 19:27:42,True,False
2319600132,human,ZenTrends,4825,234,Cody Freeman,,https://t.co/Einc88dUyg,The owls are not what they seem,False,202,17824,21899,2014-01-30 21:54:30,True,False
1340442012,human,vieiraUAE,1821,13,ALEX,Dubai,https://t.co/0nBu31XZMW,https://t.co/hUZ69vei8P #AItrading #autonomous #stockstowatch #earnings #Finance #ETF #Oil #breaking #forex #stocks #invest #live,False,166,4607,25718,2013-04-09 23:10:46,False,False
23257566,human,zipjet,723,639,zipjet,"St Louis, MO",,"Investor, econ wonk, https://t.co/E7kvFKGXXY, Semi-retired Lawyer, real name I James Frankel, call me Jim.  John 3:16

My ""likes"" do NOT mean I agree w/ the post.",False,34,36486,12155,2009-03-08 00:54:54,False,False
854373890327490562,bot,lqJBf0gKYA4nIWO,1,0,Doroteya,Montgomery,,Puritan's law: evil is live spelled backwards. Trading stocks making money.,False,0,16,108,2017-04-18 16:39:43,True,True
837341768135950336,bot,viorikakm5q,22,17,Marlane,Norfolk,,Day trading making money. Terman's law of innovation: if you want a track team to win the high jump you find one person who can jump seven feet,False,0,50,379,2017-03-02 16:40:09,True,False
112872946,human,BioStocks,28957,72,Bio Stocks™,Toronto,,"The dream is free, but the hustle is sold separately.",False,706,358,38626,2010-02-10 00:09:48,False,False
835567456525647873,bot,morozoviordan1,18,0,Jeniffer,Detroit,,We shall either find a way or make one. hannibal Trading stocks day trading.,False,0,35,192,2017-02-25 19:09:40,True,False
838361915864797186,bot,bolatngv,0,0,Ricca,Anaheim,,Trading stocks day trading. Murphy's tenth law: mother nature is a bitch.,False,0,20,136,2017-03-05 12:13:51,True,False
849319895263301632,bot,j2v2g2SNzYoyDoQ,1,0,Kyrstin,Sacramento,,Investing making money. Thine's law: nature abhors people.,False,0,11,130,2017-04-04 17:56:57,True,False
829431780604276738,bot,ipcFyrYB2QSLJxZ,24,9,Dulcy,Baton Rouge,,Soper's law: any bureacracy reorganised to enhance efficiency is immediately indistinguishable from its predecessor. Making money investing.,False,0,36,201,2017-02-08 20:48:41,True,False
471121755,human,pnani456,1108,286,Ani Anirudhan,,,,False,123,33845,75894,2012-01-22 14:35:18,True,False
3282077629,human,BrandonCBibb,140,574,Brandon C. Bibb,,,Welcome to the retail product review and market highlights page.,False,14,400,2378,2015-07-17 03:44:36,True,False
315912185,human,NelsonThought,654,496,Will Nelson,"Milwaukee, WI USA",https://t.co/9REZUNEI1A,"Author of A New Paradigm for Investing Series| Investor since Nov 1987| Interests: global financial markets, macroeconomics, & disparate subjects | #erudition",False,453,16039,42358,2011-06-12 17:01:32,False,False
393638656,human,JohnVieira25,218,465,John Vieira,,,My Tweets are my own thoughts. You should not follow me. Do your own research 🧐,False,6,57590,18890,2011-10-18 21:00:18,True,False
245573727,human,TRISTANvsTEE,324,572,Tristan Haynes,"Bay Saint Louis, Mississippi",https://t.co/6EVDtZUZYq,▪ Father | Investor | Financial Director at #CrownedForPurpose ▪ Haynes_Tee@yahoo.com,False,46,6982,11811,2011-02-01 00:33:53,False,False
501848788,human,stockassassin74,1340,2431,stockassassin,san diego,,,False,61,81,22991,2012-02-24 14:57:52,False,False
105196282,human,MikeCintolo,2989,112,Mike Cintolo,"Salem, MA",https://t.co/bNWBcNasG3,"Chief Analyst, Cabot Growth Investor & Cabot Top Ten Trader. Obsessive Pats fan",False,114,92,9145,2010-01-15 17:05:40,False,False
3437044841,human,OACtrading,1036,1238,OAC Trading Room,"Miami, FL",https://t.co/rreSRdCcUP,FREE Live Trading Room Focused on Option Trading-Momentum trading for traders of all levels. Trade what moves!!,False,43,0,23843,2015-08-23 18:38:12,True,False
18587683,human,CapCube,1886,699,But What Do All The People Know,"And When You Lose Control, You Reap The Harvest You Have Sown",https://t.co/TDEuXFOP5d,Deal Maker & Trader. #GoPackGo #Yankees #Knicks Humor. Wisdom. Common Sense. Unconventional Thinker. I Speak My Mind. Bye Bye Corrupt Media & Political Psychos,False,147,256,132916,2009-01-03 21:40:46,False,False
33286321,human,OptionAlarm,2749,1481,OptionAlarm,Miami Beach,http://t.co/hC9QlfKroO,Trade signals and commentary composed with the individual investor in mind. Wake up your portfolio with options.  Try our free trial.,False,83,43,30017,2009-04-19 19:22:30,True,False
3474290248,bot,realmaciej,454,2548,Maciej R,NYC,,Aerospace / Biotech / Pharma Investor.,False,103,4042,73271,2015-08-28 23:03:39,True,False
1660620799,bot,surveyist,48,138,surveyist,"Massachusetts, USA",,Trend Follower,False,6,1973,6159,2013-08-10 17:29:38,True,False
2755108864,bot,FabianPicom,86,241,Fabian,"New Jersey, USA",,Day trader ! investor ! Father !,False,1,3543,3366,2014-08-29 21:16:41,True,False
3043828834,human,CGrantWSJ,19973,2647,Charley Grant,New York,https://t.co/zu1fYj7sp7,"Health care, restaurants, and some Tesla too for @wsjheard. Heralded by critics as ""most lamentable.”",False,454,15114,28246,2015-02-17 22:27:48,True,False
809858315668881408,human,IrishCharmer69,103,56,Michael T. Gavin,"Littleton, CO",,"Retired CPA; Enjoy Hiking/Walking/Camping; Dog lover; Investor for the Long-term; #DGI
From #Mediocristan Living with #Randomitis",False,7,5607,1257,2016-12-16 20:30:43,True,False
162419093,human,jpu19,693,3175,JPU19,Buenos Aires / Argentina,,"Politica y Finanzas Internacionales. 
No es verdadera victoria, aquella conseguida con armas ajenas (Maquiavelo)",False,79,238,125772,2010-07-03 16:25:37,False,False
2982013384,human,asymmetricalpha,6201,117,Mr Foxnose,,,"DM for Private Group. Technical Analysis commentary only, never investment advice. $SPY $BTCUSD",False,205,37315,53304,2015-01-17 01:01:32,False,False
287885364,human,frontpagestocks,133779,102529,FrontPageStocks,NorthEast,https://t.co/gZfkxT4Uko,"Specializing in great growth companies & emerging stocks, news, & events. PAID IR services. FPS is a wholly owned sub of CorporateAds, LLC 
capinc@comcast.net",False,219,4889,14984,2011-04-25 21:26:12,False,False
862598532,bot,ophelielo99y26p,0,0,Ophelie Logan,"North Caldwell, United States",,Imagination and fiction make up more than three quarters of our real life.,False,0,2220,2245,2012-10-05 06:20:45,True,False
862624266,bot,madalynas66v63d,0,104,Madalyn Ashford,"Wethersfield, United States",,Old age is no place for sissies.,False,0,2242,2251,2012-10-05 06:49:46,True,False
862628755,bot,stafanipr82y02t,0,61,Stafani Proudstar,"Alpharetta, United States",,Experience is one thing you can't get for nothing.,False,0,2242,2243,2012-10-05 06:42:26,True,False
862612452,bot,robeniaro59r33x,0,0,Robenia Roswell,"Sanatoga, United States",,I didn't attend the funeral; but I sent a nice letter saying I approved of it.,False,0,1521,1547,2012-10-05 06:36:30,True,False
862597134,bot,auroreul26t10h,2,127,Aurore Ulman,"Dunwoody, United States",,A James Cagney love scene is one where he lets the other guy live.,False,1,2238,2237,2012-10-05 06:19:30,True,False
862576940,bot,arleynelo40l12a,1,124,Arleyne Long,"Berlin, United States",,The beginning is the most important part of the work.,False,2,2239,2242,2012-10-05 05:49:20,True,False
862611157,bot,serenemy94j61g,0,0,Serene Myers,"Huntington, United States",,The denunciation of the young is a necessary part of the hygiene of older people; and greatly assists the circulation of the blood.,False,0,2045,2042,2012-10-05 06:23:03,True,False
862585934,bot,ellettexe58f50y,0,9,Ellette Xent,"North Caldwell, United States",,Imagination and fiction make up more than three quarters of our real life.,False,1,2239,2241,2012-10-05 05:59:44,True,False
862603998,bot,margarettaba45v,0,149,Margaretta Basford,"Dublin, United States",,Things are beautiful if you love them.,False,1,2239,2245,2012-10-05 06:26:27,True,False
862612656,bot,concettinava25s,0,57,Concettina Vanson,"Alpharetta, United States",,Experience is one thing you can't get for nothing.,False,1,2239,2240,2012-10-05 06:37:21,True,False
875092040,bot,roselleda38b97a,0,39,Roselle Daff,"Baraboo, United States",,An advertising agency is 85 percent confusion and 15 percent commission.,False,1,2240,2240,2012-10-12 06:57:53,True,False
862613400,bot,rachelgr82w53l,0,9,Rachel Grey,"Huntington, United States",,The denunciation of the young is a necessary part of the hygiene of older people; and greatly assists the circulation of the blood.,False,1,2239,2242,2012-10-05 06:37:03,True,False
